用户ID,客户分类,区域,是否省会,7月销量,8月销量,9月销量,10月销量,11月销量
34524,A类,二线城市,否,5,13,10,5,10
39040,A类,三线城市,否,13,9,6,12,7
51133,A类,二线城市,否,5,8,9,5,6
41000,A类,一线城市,否,5,4,3,4,8
557,A类,一线城市,否,147,128,138,123,135
1491,A类,二线城市,否,68,35,44,47,21
42758,A类,三线城市,否,15,3,9,5,7
49,A类,二线城市,否,55,49,70,59,18
33560,A类,三线城市,否,52,7,,8,12
35264,A类,一线城市,否,15,16,10,16,14
46873,A类,一线城市,否,28,25,37,30,21
2491,A类,二线城市,否,11,7,1,6,4
10809,A类,二线城市,否,23,7,22,15,14
6131,A类,二线城市,否,5,27,3,22,14
16354,A类,二线城市,否,14,21,3,16,14
38166,A类,三线城市,否,4,1,8,0,5
52118,A类,二线城市,否,46,35,38,47,48
1493,A类,二线城市,否,16,21,22,22,25
35450,A类,二线城市,否,19,13,17,9,5
55045,A类,一线城市,否,16,7,20,8,7
6713,A类,二线城市,否,3,4,10,5,10
4101,A类,二线城市,否,29,26,21,23,29
49205,A类,二线城市,否,18,10,18,21,21
44182,A类,二线城市,否,10,16,22,26,15
2266,A类,二线城市,否,10,4,8,8,2
13019,A类,二线城市,否,9,17,16,7,7
22922,A类,二线城市,否,7,6,9,3,11
25033,A类,三线城市,否,10,4,5,8,4
2258,A类,二线城市,否,17,16,10,19,17
45716,A类,二线城市,否,17,9,13,20,11
50708,A类,二线城市,否,9,5,5,6,3
56197,A类,一线城市,否,6,4,5,6,10
30885,A类,二线城市,否,6,8,12,5,6
53397,A类,三线城市,否,13,19,11,6,12
49178,A类,二线城市,否,,5,23,14,22
13573,A类,二线城市,否,20,13,31,1,1
1421,A类,三线城市,否,14,8,7,12,13
165,A类,二线城市,否,21,17,22,10,9
57420,A类,二线城市,否,2,17,6,12,7
670,A类,二线城市,否,10,5,10,11,13
2586,A类,二线城市,否,14,4,11,13,13
26602,A类,二线城市,否,7,4,3,0,6
39750,A类,二线城市,否,5,11,8,14,5
4167,A类,一线城市,否,27,17,8,20,20
16141,A类,二线城市,否,14,17,27,18,9
47555,A类,二线城市,否,15,17,7,9,9
53935,A类,二线城市,否,9,4,3,18,4
1259,A类,二线城市,否,16,10,23,20,11
7003,A类,二线城市,否,14,9,20,15,13
13728,A类,二线城市,否,9,14,13,16,14
8872,A类,二线城市,否,9,7,19,11,4
13757,A类,一线城市,否,8,2,8,11,6
38001,A类,二线城市,否,9,7,4,9,12
36905,A类,二线城市,否,12,5,8,5,8
56888,A类,二线城市,否,8,2,,2,1
12160,A类,二线城市,否,27,17,19,30,23
51844,A类,三线城市,否,,,5,5,12
56483,A类,一线城市,否,9,9,6,4,8
56478,A类,三线城市,否,39,7,1,2,29
18264,A类,三线城市,否,29,10,4,7,10
39907,A类,二线城市,否,6,1,,0,0
56538,A类,二线城市,否,20,8,11,25,17
57661,A类,三线城市,否,5,37,6,9,14
46037,A类,二线城市,否,9,3,1,6,3
2211,A类,二线城市,否,3,2,6,5,13
13,A类,二线城市,否,42,54,59,24,1
17494,A类,三线城市,否,14,23,6,6,12
11172,A类,三线城市,否,16,10,2,7,7
30086,A类,二线城市,否,1,,2,0,2
58414,A类,三线城市,否,1,6,4,6,0
18005,A类,三线城市,否,5,12,6,5,5
34517,A类,三线城市,否,24,33,26,7,15
33530,A类,二线城市,否,13,14,9,17,26
36977,A类,二线城市,否,16,4,11,15,14
2681,A类,二线城市,否,27,15,24,7,3
18424,A类,一线城市,否,13,8,16,22,25
472,A类,二线城市,否,10,3,5,8,3
47937,A类,一线城市,否,6,4,7,1,7
19562,A类,三线城市,否,50,63,115,23,21
49908,A类,三线城市,否,9,5,5,1,2
16653,A类,二线城市,否,4,1,1,4,2
58522,A类,二线城市,否,25,17,12,22,7
4501,A类,一线城市,否,21,24,26,14,13
4644,A类,二线城市,否,33,40,28,32,42
2417,A类,二线城市,否,17,12,14,13,13
27323,A类,二线城市,否,6,4,16,7,1
31782,A类,二线城市,否,7,9,3,11,19
1770,A类,二线城市,否,17,3,12,15,8
12448,A类,二线城市,否,12,35,28,34,20
59360,A类,三线城市,否,13,15,42,16,6
29880,A类,一线城市,否,17,11,18,19,18
56378,A类,二线城市,否,13,5,11,15,11
8904,A类,一线城市,否,3,14,6,7,4
2018,A类,二线城市,否,25,27,23,40,41
59711,A类,一线城市,否,35,22,42,61,63
20041,A类,二线城市,否,15,4,16,5,11
25227,A类,二线城市,否,5,12,9,1,2
45365,A类,三线城市,否,10,6,1,23,4
6603,A类,一线城市,否,5,3,2,5,5
27993,A类,一线城市,否,18,4,19,15,21
309,A类,二线城市,否,20,7,11,14,5
4478,A类,一线城市,否,14,9,15,10,6
16608,A类,二线城市,否,16,17,8,9,5
50361,A类,二线城市,否,7,6,7,2,8
10394,A类,二线城市,否,22,6,15,8,17
44733,A类,二线城市,否,17,16,16,6,6
12538,A类,二线城市,否,23,18,13,16,26
34331,A类,二线城市,否,5,9,7,3,5
38460,A类,二线城市,否,10,3,2,2,4
56155,A类,一线城市,否,193,125,124,127,146
48310,A类,二线城市,否,5,6,2,1,5
54648,A类,二线城市,否,,,,0,16
1065,A类,一线城市,否,23,22,10,18,14
5085,A类,二线城市,否,32,35,50,46,37
24,A类,二线城市,否,10,8,2,5,7
43455,A类,三线城市,否,13,15,10,2,11
2666,A类,二线城市,否,68,67,62,58,64
12459,A类,一线城市,否,7,19,18,6,9
21528,A类,二线城市,否,4,6,3,3,7
4324,A类,二线城市,否,21,15,7,3,10
2868,A类,一线城市,否,16,33,20,27,26
58105,A类,三线城市,否,6,8,15,19,9
16221,A类,三线城市,否,30,5,4,0,0
361,A类,二线城市,否,49,31,41,36,50
9365,A类,二线城市,否,27,18,12,22,19
3787,A类,二线城市,否,2,1,13,4,1
1918,A类,一线城市,否,31,24,56,36,33
15247,A类,二线城市,否,19,32,43,29,22
43095,A类,三线城市,否,2,6,3,10,0
57872,A类,二线城市,否,9,9,12,7,10
9748,A类,二线城市,否,24,13,25,16,39
45174,A类,二线城市,否,12,7,8,2,2
33668,A类,二线城市,否,1,2,3,8,0
1985,A类,一线城市,否,30,28,17,17,8
10774,A类,二线城市,否,5,3,7,6,6
37272,A类,二线城市,否,7,9,5,8,13
3870,A类,二线城市,否,23,14,10,23,9
38823,A类,一线城市,否,19,17,9,13,4
3423,A类,一线城市,否,8,10,8,17,21
12336,A类,二线城市,否,13,10,16,16,15
46726,A类,二线城市,否,4,3,12,8,10
48621,A类,二线城市,否,6,,5,5,6
46044,A类,二线城市,否,1,26,36,39,18
51602,A类,二线城市,否,7,7,6,10,8
52988,A类,二线城市,否,17,7,12,20,9
5966,A类,一线城市,否,19,24,22,12,21
53559,A类,二线城市,否,4,5,13,5,6
46456,A类,二线城市,否,21,14,20,12,21
53567,A类,二线城市,否,24,23,37,29,45
2275,A类,二线城市,否,11,3,10,14,19
7189,A类,二线城市,否,23,,1,28,35
21554,A类,二线城市,否,15,27,33,20,23
719,A类,二线城市,否,9,11,11,13,12
12060,A类,二线城市,否,5,5,4,8,2
47368,A类,三线城市,否,4,,18,14,6
56964,A类,三线城市,否,20,11,15,3,21
56727,A类,三线城市,否,1,4,,1,0
59390,A类,二线城市,否,11,6,14,2,0
9428,A类,三线城市,否,10,4,7,15,15
15288,A类,二线城市,否,,,3,2,2
39801,A类,二线城市,否,11,13,12,9,9
1036,A类,二线城市,否,18,8,,0,1
650,A类,二线城市,否,11,11,14,10,7
21608,A类,二线城市,否,2,7,6,9,4
2750,A类,二线城市,否,3,5,3,5,7
5267,A类,一线城市,否,12,6,10,11,13
11972,A类,二线城市,否,,,6,7,5
31747,A类,二线城市,否,27,18,26,16,23
9419,A类,二线城市,否,15,22,11,16,6
29365,A类,一线城市,否,51,35,41,57,35
14114,A类,二线城市,否,8,3,9,9,11
21376,A类,三线城市,否,5,8,8,6,4
661,A类,一线城市,否,9,4,4,7,12
16325,A类,二线城市,否,11,15,21,11,3
18609,A类,二线城市,否,6,10,2,10,5
40651,A类,二线城市,否,11,11,25,9,20
28483,A类,二线城市,否,,1,2,4,4
45539,A类,二线城市,否,14,8,31,31,7
36855,A类,二线城市,否,9,7,8,8,5
59626,A类,三线城市,否,31,18,11,10,2
16682,A类,三线城市,否,10,9,4,0,0
24460,A类,一线城市,否,30,13,30,16,34
39798,A类,三线城市,否,6,2,2,0,0
48972,A类,二线城市,否,20,23,20,14,17
3154,A类,二线城市,否,4,2,3,8,7
11755,A类,二线城市,否,13,34,15,20,34
53573,A类,一线城市,否,6,7,6,3,0
2561,A类,二线城市,否,22,21,14,14,13
43818,A类,二线城市,否,11,25,22,10,22
2488,A类,二线城市,否,7,11,36,24,7
999,A类,二线城市,否,17,11,7,7,12
40602,A类,一线城市,否,17,12,11,8,16
41461,A类,一线城市,否,12,11,15,17,11
50637,A类,一线城市,否,5,1,5,6,6
30755,A类,一线城市,否,9,8,12,9,10
57054,A类,三线城市,否,3,2,3,0,5
41442,A类,一线城市,否,1,5,5,9,5
300,A类,二线城市,否,10,11,12,8,18
26946,A类,二线城市,否,10,6,11,10,14
37006,A类,三线城市,否,10,19,17,19,16
43097,A类,二线城市,否,10,15,3,5,9
47659,A类,二线城市,否,7,10,12,10,7
35775,A类,二线城市,否,7,9,11,7,10
38231,A类,二线城市,否,6,9,14,4,8
49035,A类,二线城市,否,10,8,12,14,7
7614,A类,二线城市,否,13,12,13,11,10
5216,A类,一线城市,否,5,6,9,0,0
21756,A类,二线城市,否,52,43,52,42,46
19603,A类,二线城市,否,12,6,10,9,8
22470,A类,二线城市,否,3,7,8,6,7
51404,A类,二线城市,否,24,9,17,13,18
36437,A类,一线城市,否,4,3,5,5,6
5077,A类,二线城市,否,11,10,9,14,8
48123,A类,二线城市,否,2,7,3,8,10
47142,A类,二线城市,否,2,5,7,4,6
10515,A类,二线城市,否,7,8,14,12,8
6508,A类,一线城市,否,20,17,19,23,9
46664,A类,二线城市,否,5,5,6,0,17
15455,A类,二线城市,否,14,15,8,13,8
58001,A类,二线城市,否,37,21,23,32,19
44172,A类,一线城市,否,9,4,9,8,9
51509,A类,二线城市,否,5,8,7,3,9
38623,A类,二线城市,否,14,,4,0,7
123,A类,二线城市,否,13,11,17,10,33
6566,A类,二线城市,否,6,5,8,10,4
16951,A类,一线城市,否,10,5,7,7,5
29046,A类,三线城市,否,8,4,7,3,1
17543,A类,二线城市,否,5,6,7,11,8
46883,A类,三线城市,否,8,13,4,9,4
2462,A类,二线城市,否,3,,3,4,12
40150,A类,二线城市,否,,2,8,1,0
1718,A类,二线城市,否,14,11,8,19,25
38396,A类,二线城市,否,19,28,33,39,20
476,A类,二线城市,否,8,13,9,10,5
1343,A类,二线城市,否,5,2,5,10,8
404,A类,二线城市,否,13,8,12,12,13
91,A类,二线城市,否,8,6,1,5,2
17546,A类,三线城市,否,10,10,5,4,4
56108,A类,二线城市,否,12,16,11,7,3
3512,A类,二线城市,否,11,16,22,10,15
59132,A类,二线城市,否,11,5,4,7,14
3670,A类,二线城市,否,18,16,19,16,13
21481,A类,二线城市,否,5,10,19,13,17
55947,A类,二线城市,否,13,10,16,1,10
29417,A类,二线城市,否,6,6,6,8,6
1875,A类,一线城市,否,18,25,24,25,35
27602,A类,二线城市,否,5,2,6,5,1
5504,A类,一线城市,否,8,9,4,6,7
19702,A类,二线城市,否,8,8,13,13,5
36305,A类,二线城市,否,10,4,7,3,7
23559,A类,二线城市,否,9,17,15,25,15
50375,A类,一线城市,否,6,7,3,7,4
12231,A类,二线城市,否,19,10,16,14,11
15197,A类,二线城市,否,7,14,10,7,6
46195,A类,三线城市,否,5,15,7,11,4
7312,A类,一线城市,否,16,13,8,18,21
10770,A类,二线城市,否,7,2,,1,6
59379,A类,二线城市,否,13,8,9,7,17
5,A类,二线城市,否,,3,,0,6
3683,A类,二线城市,否,14,11,9,11,12
9956,A类,一线城市,否,21,14,6,4,14
20132,A类,三线城市,否,8,19,9,2,3
2668,A类,三线城市,否,8,13,5,5,8
34050,A类,三线城市,否,12,10,8,5,14
2330,A类,二线城市,否,12,6,5,6,14
7374,A类,一线城市,否,6,12,13,8,14
8539,A类,二线城市,否,13,9,6,14,4
46610,A类,二线城市,否,6,8,8,6,3
56193,A类,一线城市,否,6,13,6,10,7
40824,A类,二线城市,否,11,15,6,25,18
817,A类,二线城市,否,6,9,8,4,3
3463,A类,二线城市,否,17,17,1,4,6
29121,A类,三线城市,否,10,6,12,6,1
6708,A类,二线城市,否,12,9,6,14,9
7664,A类,一线城市,否,47,49,45,38,33
1052,A类,二线城市,否,14,8,4,16,13
16351,A类,二线城市,否,6,11,8,10,7
30499,A类,二线城市,否,21,13,5,11,29
54888,A类,二线城市,否,7,15,14,23,13
11549,A类,二线城市,否,14,9,20,12,15
33834,A类,二线城市,否,4,3,,9,5
37925,A类,一线城市,否,10,6,10,4,7
57221,A类,二线城市,否,7,3,1,2,2
34602,A类,三线城市,否,11,8,4,5,6
40393,A类,一线城市,否,6,7,7,9,10
48476,A类,二线城市,否,1,2,1,25,12
49638,A类,三线城市,否,10,8,6,5,5
1560,A类,二线城市,否,19,18,18,12,15
6438,A类,一线城市,否,8,3,7,0,1
6385,A类,二线城市,否,1,4,9,5,17
48511,A类,二线城市,否,4,7,9,2,0
44775,A类,三线城市,否,8,14,5,2,6
49130,A类,二线城市,否,19,10,9,17,13
45368,A类,一线城市,否,6,8,9,5,4
56060,A类,二线城市,否,10,9,10,3,1
10975,A类,二线城市,否,9,6,12,12,5
20084,A类,三线城市,否,7,11,8,16,13
42032,A类,二线城市,否,2,16,15,13,13
54101,A类,二线城市,否,11,14,18,20,15
2245,A类,二线城市,否,15,5,12,9,6
58159,A类,二线城市,否,9,3,8,4,2
44812,A类,二线城市,否,7,12,5,6,4
56802,A类,三线城市,否,9,8,7,7,13
8896,A类,二线城市,否,26,26,12,18,21
23577,A类,二线城市,否,11,5,4,6,5
1435,A类,一线城市,否,16,8,18,9,16
5547,A类,二线城市,否,8,7,6,6,4
60299,A类,二线城市,否,25,13,24,21,21
1426,A类,一线城市,否,20,17,7,2,3
49476,A类,二线城市,否,10,11,5,4,7
50782,A类,二线城市,否,6,4,8,2,5
4087,A类,一线城市,否,18,9,12,11,6
53833,A类,二线城市,否,6,3,9,1,3
3723,A类,一线城市,否,19,14,18,17,12
11590,A类,一线城市,否,19,3,6,1,0
36869,A类,二线城市,否,4,7,7,7,3
41592,A类,三线城市,否,9,4,9,3,8
3547,A类,二线城市,否,17,21,32,24,24
11616,A类,一线城市,否,9,1,4,8,4
49513,A类,一线城市,否,10,9,14,12,8
11159,A类,二线城市,否,13,12,5,18,12
19647,A类,二线城市,否,25,23,18,11,10
51407,A类,一线城市,否,5,11,18,12,11
3081,A类,二线城市,否,15,14,11,16,23
39142,A类,二线城市,否,14,8,6,18,18
15218,A类,二线城市,否,7,10,7,6,10
8866,A类,一线城市,否,3,3,1,0,0
15630,A类,二线城市,否,27,28,18,33,42
39751,A类,二线城市,否,7,5,6,8,14
54718,A类,一线城市,否,4,9,8,11,10
7376,A类,一线城市,否,14,17,15,12,19
45388,A类,二线城市,否,12,8,11,15,14
50478,A类,三线城市,否,12,12,13,20,16
306,A类,二线城市,否,5,3,3,1,7
20536,A类,二线城市,否,7,2,4,2,6
58048,A类,二线城市,否,9,7,10,5,16
56048,A类,二线城市,否,11,3,,0,4
5727,A类,二线城市,否,11,11,13,12,7
3398,A类,二线城市,否,8,7,,3,11
56815,A类,二线城市,否,8,11,7,2,9
51917,A类,二线城市,否,10,3,,15,0
23365,A类,二线城市,否,9,5,10,5,15
40670,A类,二线城市,否,32,15,18,19,21
52225,A类,二线城市,否,10,14,11,22,14
28936,A类,二线城市,否,15,16,5,10,20
2789,A类,二线城市,否,11,,0,2,2
5843,A类,二线城市,否,4,16,3,12,14
2326,A类,二线城市,否,7,5,3,3,10
56306,A类,二线城市,否,24,18,4,1,1
59244,A类,二线城市,否,4,8,11,17,17
49458,A类,二线城市,否,9,12,9,12,10
56517,A类,三线城市,否,4,3,2,3,3
53823,A类,一线城市,否,17,13,15,8,10
202,A类,二线城市,否,3,3,1,1,0
4570,A类,二线城市,否,5,6,1,0,0
54581,A类,一线城市,否,37,30,33,30,31
17271,A类,二线城市,否,13,3,11,13,7
31529,A类,一线城市,否,24,12,22,13,16
34896,A类,二线城市,否,9,9,4,10,6
2067,A类,二线城市,否,17,6,4,0,11
59868,A类,三线城市,否,10,5,10,1,6
65,A类,二线城市,否,19,14,16,18,15
742,A类,二线城市,否,13,16,13,7,13
11726,A类,二线城市,否,12,9,4,23,21
38178,A类,一线城市,否,11,7,14,12,11
22844,A类,一线城市,否,3,,10,15,8
49989,A类,一线城市,否,13,5,9,12,9
20628,A类,三线城市,否,39,23,11,7,17
57713,A类,二线城市,否,9,1,1,15,2
3979,A类,二线城市,否,13,8,5,6,14
46147,A类,一线城市,否,9,17,16,15,17
24797,A类,二线城市,否,27,8,16,32,12
55511,A类,二线城市,否,,2,8,10,8
47124,A类,一线城市,否,5,9,10,6,4
1393,A类,二线城市,否,5,4,3,6,4
12347,A类,二线城市,否,5,,3,0,9
39924,A类,二线城市,否,4,7,6,6,4
538,A类,一线城市,否,8,4,4,3,10
1577,A类,一线城市,否,7,2,16,7,14
35807,A类,二线城市,否,8,6,6,12,3
2369,A类,二线城市,否,19,10,3,12,4
32580,A类,二线城市,否,28,4,24,26,24
8331,A类,二线城市,否,17,15,7,5,12
38704,A类,二线城市,否,12,13,18,14,12
17805,A类,一线城市,否,1,3,1,3,2
54438,A类,二线城市,否,6,3,12,19,16
28,A类,二线城市,否,7,10,8,6,8
54798,A类,二线城市,否,3,4,9,6,3
867,A类,二线城市,否,11,15,19,17,16
8689,A类,一线城市,否,9,4,7,11,7
15582,A类,二线城市,否,9,5,11,10,6
1184,A类,一线城市,否,11,13,10,10,8
3626,A类,二线城市,否,13,2,11,8,6
56725,A类,二线城市,否,2,6,6,5,6
15525,A类,二线城市,否,9,6,8,7,9
2169,A类,一线城市,否,18,12,19,22,16
51519,A类,二线城市,否,5,4,,2,0
28096,A类,二线城市,否,5,7,6,4,5
49552,A类,二线城市,否,31,29,30,38,30
41292,A类,一线城市,否,7,6,16,11,12
4537,A类,二线城市,否,22,22,39,37,31
6089,A类,一线城市,否,42,41,31,28,38
1673,A类,一线城市,否,10,3,1,3,4
9047,A类,一线城市,否,5,24,9,11,11
57536,A类,二线城市,否,52,26,30,34,32
1455,A类,二线城市,否,4,8,12,6,7
36854,A类,三线城市,否,5,1,5,0,2
8713,A类,二线城市,否,4,6,7,7,10
18601,A类,三线城市,否,6,5,5,4,6
51388,A类,二线城市,否,14,18,28,22,22
43685,A类,二线城市,否,8,5,10,7,10
18238,A类,二线城市,否,42,32,45,47,36
2176,A类,二线城市,否,8,8,8,10,10
11329,A类,二线城市,否,11,1,1,0,0
490,A类,二线城市,否,3,5,10,7,12
4611,A类,二线城市,否,13,4,7,7,6
17366,A类,二线城市,否,7,7,3,4,5
1217,A类,二线城市,否,20,9,23,20,8
11255,A类,二线城市,否,13,19,12,20,17
53268,A类,二线城市,否,17,12,9,10,2
8913,A类,二线城市,否,6,6,5,6,3
48235,A类,二线城市,否,22,13,19,10,9
54548,A类,一线城市,否,7,4,0,0,1
7396,A类,二线城市,否,15,5,27,19,11
54083,A类,二线城市,否,6,6,,0,0
53984,A类,一线城市,否,13,4,1,1,1
55766,A类,一线城市,否,2,7,5,5,8
54803,A类,二线城市,否,,4,2,4,2
14803,A类,二线城市,否,12,12,7,10,13
22094,A类,二线城市,否,3,4,5,2,2
7404,A类,二线城市,否,16,18,9,17,10
14128,A类,二线城市,否,14,4,12,15,15
55440,A类,一线城市,否,13,6,10,9,6
41612,A类,一线城市,否,36,25,1,32,8
56941,A类,二线城市,否,15,4,6,6,8
63,A类,二线城市,否,11,21,26,31,17
67,A类,二线城市,否,7,9,14,14,13
493,A类,二线城市,否,30,29,26,24,12
19363,A类,二线城市,否,3,4,8,9,10
2953,A类,一线城市,否,18,10,19,5,21
2013,A类,二线城市,否,18,15,16,8,15
57227,A类,一线城市,否,1,7,3,1,5
18401,A类,二线城市,否,9,5,9,10,10
36688,A类,二线城市,否,13,10,20,11,5
37887,A类,二线城市,否,6,7,13,5,9
52242,A类,二线城市,否,19,15,9,8,16
53868,A类,二线城市,否,9,11,8,6,36
2095,A类,一线城市,否,6,6,13,14,16
10049,A类,二线城市,否,11,6,15,7,3
55585,A类,一线城市,否,5,8,5,1,1
10168,A类,二线城市,否,11,17,14,11,15
25295,A类,一线城市,否,4,4,5,6,9
33260,A类,二线城市,否,20,16,2,12,9
12460,A类,二线城市,否,4,4,4,9,10
11056,A类,二线城市,否,6,6,8,10,4
57062,A类,二线城市,否,6,,2,2,1
32323,A类,二线城市,否,20,23,11,22,15
39737,A类,二线城市,否,3,16,6,14,5
55547,A类,三线城市,否,7,12,10,0,0
606,A类,二线城市,否,25,19,27,20,21
15552,A类,二线城市,否,9,6,10,13,2
34242,A类,二线城市,否,12,7,16,11,13
56619,A类,三线城市,否,26,25,25,22,6
9026,A类,二线城市,否,7,1,6,15,16
30965,A类,三线城市,否,22,25,24,23,22
34688,A类,二线城市,否,7,4,13,4,5
38936,A类,一线城市,否,10,9,9,17,4
55217,A类,二线城市,否,18,16,34,19,20
57162,A类,一线城市,否,12,9,12,4,15
56808,A类,三线城市,否,4,3,3,0,0
259,A类,二线城市,否,19,17,15,27,20
24263,A类,二线城市,否,10,14,12,10,3
12544,A类,二线城市,否,8,3,5,4,14
44597,A类,二线城市,否,7,6,8,16,17
1954,A类,一线城市,否,13,15,16,16,18
50154,A类,二线城市,否,16,3,2,9,12
3829,A类,一线城市,否,7,22,19,16,17
58726,A类,二线城市,否,18,8,11,17,14
5590,A类,二线城市,否,9,6,10,10,2
17997,A类,二线城市,否,1,2,6,12,9
17896,A类,三线城市,否,11,13,8,4,3
55248,A类,三线城市,否,,7,7,4,15
533,A类,一线城市,否,30,10,26,21,42
12217,A类,二线城市,否,6,3,1,9,6
38317,A类,二线城市,否,3,,1,7,3
